NodeCount;PathLength;SimCnt;CompileTime;KeyGenerationTime;EncryptionTime;ExecutionTime;DecryptionTime;ReferenceExecutionTime;Mse
36;16;0.3840279996438767;3.807.874.599.988.280;22.873.175.000.313.400;36.927.089.995.515.400;12.382.847.000.480.900;2.434.021.000.226.490;8,29E+05;
36;17;0.24685600055818213;418.978.990.001.051;23.340.753.000.411.400;37.330.350.005.504.400;12.437.096.999.747.100;24.343.159.993.804.800;7,91E+05;
36;18;0.3716370001711766;3.746.116.399.997.840;23.005.822.999.948.500;4.273.122.000.086.000;138.915.569.996.243;25.766.830.003.703.900;9,40E+05;
36;19;0.34166499972343445;3.648.280.600.009.450;23.337.896.000.157.300;3.771.343.000.153.130;12.664.589.999.985.700;25.520.570.006.847.200;8,53E+05;
36;20;0.4190380004729377;3.877.141.900.011.330;2.282.154.900.058.230;36.938.250.004.823.200;12.415.688.000.146.400;25.142.820.004.475.600;3,42E+07;
36;21;0.38351700004568556;3.793.652.999.956.970;23.187.806.000.350.900;3.717.186.999.892.870;12.431.047.999.598.300;2.543.623.000.747.170;1,48E+07;
36;22;0.34380499982944457;37.733.911.000.032.000;22.835.335.999.843.600;36.994.269.994.465.800;12.823.562.999.983.500;2.500.176.000.467.030;2,49E+07;
36;23;0.3344329998071771;3.781.947.700.008.450;23.189.010.000.351.100;3.741.804.000.128.460;12.412.288.999.257.700;25.367.640.000.695.200;1,61E+06;
36;24;0.4794730002686265;39.184.750.000.458.700;2.326.641.999.934.500;3.791.834.000.367.080;12.451.917.999.896.900;24.385.519.991.483.300;9,22E+05;
36;25;0.2918579994002357;373.644.189.994.593;2.294.332.699.966.610;37.150.120.006.117.500;1.330.649.400.006.220;2.701.245.000.025.660;3,48E+06;
36;26;0.1976809999177931;3.958.016.900.014.620;2.303.326.699.984.600;3.942.459.000.427.330;1.258.202.999.997.590;25.040.789.996.637.600;3,19E+07;
36;27;0.33467499997641426;3.854.246.300.033.990;2.298.527.900.074.980;37.146.849.999.771.800;1.240.752.500.052.620;24.262.829.992.949.200;9,73E+05;
36;28;0.24968299931060756;3.913.760.799.969.160;22.887.738.000.463.200;37.025.800.002.083.900;12.742.074.999.550.800;2.492.652.999.535.490;1,46E+07;
36;29;0.3724119997059461;38.598.582.000.304.300;22.882.582.999.955.000;3.662.516.000.076.720;13.050.350.999.947.100;2.482.095.999.766.890;5,14E+05;
36;30;0.3933160005544778;3.862.382.100.032.840;22.928.282.000.066.200;37.075.010.004.627.900;1.237.112.899.980.270;24.307.120.002.049.400;6,77E+05;
36;31;0.39234499945450807;3.716.987.900.043.020;23.327.578.000.134.900;3.884.490.999.553.230;12.362.370.999.653.600;24.897.210.005.292.400;1,02E+07;
36;32;0.33825899936346104;3.918.830.299.971.880;2.389.557.100.013.910;36.989.390.000.599.000;12.435.767.000.170.000;24.401.509.999.734.100;1,13E+07;
36;33;0.3758490001928294;3.641.705.700.010.780;23.426.593.999.829.400;3.933.568.999.855.190;12.608.588.000.148.300;2.438.279.000.671.170;9,25E+05;
36;34;0.3991210005551693;3.799.200.100.002.050;22.862.843.999.973.800;37.163.470.005.907.500;12.395.595.000.270.900;24.855.800.002.114.800;4,47E+06;
36;35;0.3654530000858358;4.018.078.300.032.350;23.243.605.999.596.100;37.941.119.999.231.800;12.412.847.999.257.700;2.510.906.999.305.000;1,40E+06;
36;36;0.41168000007019145;37.257.909.999.425.400;2.415.983.600.076.280;4.051.051.000.715.230;12.822.020.999.919.900;26.226.330.001.009.000;6,31E+06;
36;37;0.21320100040611578;40.382.674.999.818.800;22.944.781.999.285.600;3.708.838.999.955.330;12.640.579.000.617.400;2.512.265.000.405.020;3,61E+07;
36;38;0.3555330004019197;38.586.627.999.393.300;23.200.141.000.415.800;3.784.141.999.858.540;12.421.958.000.231.800;24.895.070.000.638.900;1,05E+06;
36;39;0.373433999811823;3.643.765.600.008.910;23.259.532.999.873.000;37.005.009.999.120.300;12.400.961.999.446.700;2.859.666.000.404.100;2,27E+07;
36;40;0.2944150000985246;36.772.966.999.706.100;22.871.694.000.059.500;37.762.130.004.921.300;12.566.561.000.312.500;25.766.140.006.453.400;1,78E+07;
36;41;0.39344500055449316;39.862.908.000.031.800;22.928.719.999.981.600;37.074.909.996.590.500;12.651.152.000.216.800;246.708.899.976.511;7,71E+05;
36;42;0.2814170002238825;384.077.860.007.892;23.860.264.000.177.200;3.949.786.999.328.350;1.251.979.999.960.890;24.380.100.003.327.200;6,89E+06;
36;43;0.31562099957227474;374.529.460.004.851;2.298.726.299.977.710;36.636.360.000.557.000;12.458.739.000.066.900;24.493.010.005.244.200;3,33E+06;
36;44;0.28382299933582544;3.887.572.799.976.620;22.920.124.999.473.000;36.985.520.000.598.600;123.937.879.998.266;2.492.375.000.656.460;2,66E+06;
36;45;0.3703109996422427;3.834.767.999.978.790;23.178.821.000.328.700;3.718.951.000.337.250;1.239.319.200.067.250;254.053.600.019.688;1,50E+07;
36;46;0.313665000248875;3.908.257.599.960.050;23.086.571.999.556.300;370.800.499.968.027;12.437.909.999.789.500;2.440.936.999.846.590;8,08E+05;
36;47;0.3699990002132836;36.717.930.999.657.200;23.024.637.999.697.000;3.729.599.000.507.730;12.406.243.000.441.400;24.359.870.003.536.300;1,08E+07;
36;48;0.3704689997903188;3.830.171.300.069.190;23.313.351.999.604.400;3.715.473.999.363.890;12.484.098.000.641.000;24.941.689.998.740.900;2,84E+07;
36;49;0.337239000145928;4.084.712.999.974.720;2.343.271.200.061.280;36.984.250.000.386.900;12.510.416.999.248.200;24.998.349.999.805.200;7,42E+05;
36;50;0.34092999976564897;38.912.618.999.347.600;23.053.613.000.229.200;37.276.880.002.536.900;12.464.329.999.602.300;2.426.572.999.866.030;9,93E+05;
36;51;0.4002030000265222;3.694.505.499.970.540;2.330.503.899.975.150;37.245.700.004.859.800;12.468.562.999.856.600;2.529.350.999.793.670;2,07E+07;
36;52;0.36857399936707225;3.767.853.200.042.730;23.238.574.000.060.900;36.953.779.999.748.800;12.441.176.999.345.700;24.703.279.996.174.300;2,94E+06;
36;53;0.3351139994265395;3.793.961.000.064.880;2.394.204.600.022.930;3.856.031.999.930.560;12.488.721.999.943.600;2.502.407.000.065.430;1,27E+07;
36;54;0.38646300072286977;3.887.631.599.991.430;2.299.476.699.954.530;3.645.972.000.413.160;12.830.662.999.476.700;2.435.886.999.592.180;7,57E+05;
36;55;0.3167389995724079;38.977.536.999.482.200;23.026.668.000.056.800;3.702.340.999.552.680;12.502.792.999.839.500;24.825.529.999.361.600;1,41E+07;
36;56;0.34782400052790763;3.824.858.000.007.220;2.336.038.700.013.880;3.704.146.999.552.900;12.553.739.999.930.200;26.431.059.995.957.100;6,63E+05;
36;57;0.4097970004295348;3.757.730.699.999.220;22.891.288.000.209.800;36.787.389.999.517.400;12.324.616.000.114.400;24.785.690.002.318.000;1,38E+07;
36;58;0.3808349993050797;384.705.930.000.564;2.361.761.700.012.720;3.772.936.999.666.850;1.247.843.599.958.280;2.510.803.999.939.520;1,59E+07;
36;59;0.3896649996022461;38.257.440.000.052.100;247.340.260.002.602;36.961.000.005.248.900;1.241.445.699.997.710;24.332.319.999.302.800;7,48E+05;
36;60;0.2831310002875398;37.168.721.999.478.200;2.295.847.099.958.330;37.555.349.999.820.400;12.441.742.999.726.500;24.993.549.995.997.400;8,01E+04;
36;61;0.46396400011872174;37.652.322.000.212.700;23.575.407.999.487.600;3.753.848.999.622.270;12.669.356.000.515.100;24.881.210.001.694.800;8,96E+05;
36;62;0.42921400017803535;40.193.169.999.838.500;23.414.909.999.701.100;36.416.809.998.627.200;12.502.660.000.791.300;24.447.989.999.316.600;5,92E+05;
36;63;0.34155600042140577;39.806.054.000.109.700;24.721.394.999.687.600;37.878.069.997.532.200;12.425.998.000.253.400;2.518.606.000.194.260;4,95E+06;
36;64;0.3683810000438825;376.677.109.998.127;2.365.746.699.979.350;4.112.354.999.961.090;12.604.943.000.042.100;25.563.839.999.449.500;5,75E+05;
36;65;0.36824600010731956;3.790.179.400.039.050;2.345.095.200.053.030;37.195.579.998.297.000;1.257.815.799.999.660;2.431.182.999.316.660;6,47E+05;
36;66;0.3941630002373131;3.755.112.900.034.870;22.837.771.000.013.100;37.059.449.996.377.200;12.539.760.000.436.200;24.735.159.995.543.600;2,06E+06;
36;67;0.33062900001823436;3.943.254.099.976.910;22.869.950.999.847.700;36.938.670.000.381.500;12.382.436.999.359.900;2.443.411.000.058.400;6,35E+05;
36;68;0.4050030001963023;39.212.691.000.102.400;2.307.341.499.999.890;3.682.804.999.698.410;12.387.339.000.270.000;24.762.189.996.181.400;6,95E+05;
36;69;0.3823669994744705;3.939.397.700.014.520;2.319.726.099.995.020;37.390.950.001.281.400;12.661.777.000.175.700;25.125.130.005.108.000;1,01E+07;
36;70;0.3673009996418841;3.990.899.099.972.010;23.240.077.000.082.200;37.169.720.008.023.400;12.465.015.999.623.500;25.020.969.997.058.200;3,16E+06;
36;71;0.3053009995710454;3.999.448.600.006.870;2.320.877.800.048.030;37.465.639.998.117.600;12.362.496.999.230.600;24.402.540.002.483.800;5,65E+05;
36;72;0.35536599989427486;38.335.322.000.421;23.127.221.000.322.600;37.088.659.992.150.400;12.685.340.000.643.900;2.477.226.000.337.390;6,26E+05;
36;73;0.38616300025751116;37.356.587.999.965.900;23.278.659.999.959.900;373.071.399.917.535;12.449.173.999.812.000;2.496.117.000.191.580;1,80E+07;
36;74;0.4417240006659995;3.733.477.000.059.790;22.930.512.000.129.900;36.785.099.991.902.800;12.397.408.999.277.100;24.743.089.998.082.700;8,84E+05;
36;75;0.3989709994129953;3.728.526.499.980.940;22.889.357.000.167.300;4.366.211.999.695.220;12.724.225.000.056.300;257.994.899.948.244;7,86E+05;
36;76;0.3556159999789088;3.780.273.499.978.640;23.081.248.000.380.500;36.393.529.999.259.000;12.945.756.000.590.300;24.420.549.998.467.300;1,14E+05;
36;77;0.44467699990491383;3.628.560.200.013.450;23.111.220.999.453.500;3.703.716.999.552.850;12.431.124.000.613.600;24.464.889.993.396.300;2,21E+07;
36;78;0.33912599974428304;3.815.620.800.014.580;2.317.648.600.001.120;37.280.599.999.576.200;1.240.029.600.012.340;2.468.638.999.744.140;5,72E+05;
36;79;0.43831099992530653;3.812.483.399.997.290;23.230.312.000.123.300;374.147.799.993.807;1.258.765.799.957.470;2.468.611.000.040.250;1,95E+07;
36;80;0.347858000168344;3.789.218.899.964.900;22.979.074.999.966.500;3.940.945.000.067.580;12.516.319.000.496.800;2.445.063.999.402.910;7,51E+05;
36;81;0.4034120001961128;3.781.006.200.006.230;23.133.781.000.069.500;3.711.453.999.130.750;1.307.110.899.961.110;25.235.989.996.872.300;1,58E+07;
36;82;0.4278679998606094;3.777.184.000.045.960;2.320.906.700.060.730;39.486.989.999.204.500;12.541.058.000.351.700;24.328.239.996.975.700;2,26E+06;
36;83;0.3756609994525206;4.017.808.599.928.680;23.596.795.000.230.400;36.889.719.995.087.900;12.692.348.000.200.500;2.450.222.000.334.170;2,64E+07;
36;84;0.3390629999557859;3.919.632.199.995.240;24.018.308.999.984.500;3.885.958.999.489.950;12.595.044.999.216.000;24.332.240.000.148.800;9,57E+05;
36;85;0.40682899998500943;3.868.024.500.025.050;23.175.596.999.863.000;37.891.160.000.071.900;1.286.056.400.022.060;28.490.369.995.779.400;4,19E+06;
36;86;0.3552669995769975;4.097.476.700.007.970;24.103.529.000.058.100;37.093.040.000.399.900;14.028.982.000.127.100;2.463.623.000.039.660;8,56E+05;
36;87;0.31404099991050316;3.423.242.799.999.570;23.002.451.999.673.200;3.753.287.000.108.680;12.403.257.999.721.900;2.441.284.000.269.660;1,87E+07;
36;88;0.3211719995306339;3.678.072.899.947.430;23.421.429.000.336.500;37.266.219.997.036.300;12.433.032.999.979.300;24.357.820.002.478.500;1,45E+07;
36;89;0.35744900014833547;37.951.747.000.079.100;22.850.887.999.993.500;36.723.019.993.587.500;1.233.371.000.034.820;2.474.186.999.279.480;6,30E+05;
36;90;0.2983129998028744;3.969.853.600.028.720;22.983.748.000.115.100;3.703.221.000.250.770;124.464.540.003.828;256.703.800.005.198;4,68E+07;
36;91;0.3489219998300541;394.509.570.005.539;22.821.427.000.053.500;37.003.980.005.465.500;1.235.682.700.007.600;24.339.709.998.457.600;1,29E+07;
36;92;0.3604519997679745;4.025.781.700.056.540;23.194.262.999.822.900;37.155.340.005.483.500;12.471.316.000.301.100;26.315.189.998.058.400;2,46E+07;
36;93;0.299166000331752;3.750.039.599.981.390;23.243.118.999.744.100;36.466.329.993.345.400;12.424.157.000.168.600;24.964.340.000.224.100;1,31E+07;
36;94;0.3703970005517476;38.411.189.999.351.300;22.883.612.000.441.600;3.695.768.999.932.620;12.422.525.000.147.200;24.420.439.995.083.100;2,80E+06;
36;95;0.31050899997353554;3.768.282.900.000.480;232.402.709.998.496;3.819.409.999.778.140;12.656.038.000.386.600;3.160.046.999.255.420;3,15E+07;
36;96;0.36000799991597887;3.860.263.899.969.140;23.119.788.000.258.200;37.179.860.000.833.200;12.805.833.000.129.400;2.440.769.999.338.950;8,65E+05;
36;97;0.3907569998773397;37.402.603.999.908.000;22.856.812.000.100.000;37.148.270.002.944.600;12.412.209.000.103.700;26.511.100.004.427.100;7,16E+05;
36;98;0.20035299985465826;4.043.160.700.075.530;22.891.263.000.019.500;3.725.124.000.084.170;12.376.777.999.634.200;24.405.550.002.484.200;7,36E+05;
36;99;0.3782190005949815;357.675.899.995.229;2.347.733.400.074.500;37.115.080.003.786.700;12.411.809.999.321.100;2.436.503.999.888.370;2,87E+07;
36;100;0.48780599991005147;402.138.859.999.468;22.825.138.999.905.900;3.607.491.000.366.280;12.343.432.999.841.700;2.439.787.999.719.550;9,07E+04;
36;101;0.32323499999620253;38.203.080.000.130.200;2.293.964.100.044.830;37.013.569.999.544.400;12.429.352.000.253.800;24.309.800.000.992.200;8,05E+05;
36;102;0.29454100058501353;3.965.122.699.992.200;22.974.325.999.712.100;37.202.549.992.798.500;12.581.272.000.716.100;24.664.349.994.054.600;6,44E+05;
36;103;0.4320289999668603;3.757.112.999.937.810;24.087.673.000.394.700;39.396.949.996.444.100;1.243.044.100.010.590;2.528.488.000.280.040;1,11E+07;
36;104;0.4564219998428598;4.069.431.700.008.860;23.758.623.000.503.500;36.302.680.000.517.200;12.620.466.999.578.600;2.434.122.999.147.800;1,16E+06;
36;105;0.4173380002612248;3.994.433.499.974.540;23.026.984.999.887.600;36.331.669.998.617.100;12.486.874.999.922.200;2.453.410.999.805.780;1,39E+07;
36;106;0.48974499986798037;3.789.522.700.026.280;2.316.811.200.034.860;37.183.720.005.486.900;12.544.312.000.500.200;2.515.790.999.495.940;5,92E+05;
36;107;0.42865500017796876;3.737.427.599.935.470;2.287.794.799.940.450;36.874.400.002.488.900;12.550.569.000.268.200;2.501.361.999.748.040;7,12E+05;
36;108;0.47714599986647954;3.875.613.099.990.000;23.150.811.000.050.400;3.708.888.999.426.560;12.800.620.999.769.300;25.540.529.995.851.100;1,26E+07;
36;109;0.21960100002615945;34.260.782.999.808.700;2.344.071.800.052.910;40.989.389.999.595.000;12.818.215.000.152.100;24.871.400.000.847.600;3,90E+06;
36;110;0.34796599993569544;4.145.832.500.034.880;23.345.866.999.989.000;3.716.944.999.723.630;1.301.587.399.939.300;24.782.549.999.144.900;1,07E+06;
36;111;0.4196540003249538;4.005.289.299.948.340;235.278.729.996.935;3.708.037.999.786.020;125.573.240.002.268;25.391.839.999.429.000;6,83E+05;
36;112;0.3570809994926094;39.002.968.999.739.000;23.347.139.000.179.500;38.458.600.001.831.600;1.254.272.400.001.350;2.598.273.000.330.660;8,43E+05;
36;113;0.370984000255703;3.967.100.899.990.320;2.364.395.800.032.070;37.697.640.000.260.400;13.963.323.999.632.800;2.885.556.000.364.880;8,62E+05;
36;114;0.3570809994926094;3.945.298.899.998.300;23.774.721.000.336.200;3.823.248.999.651.690;12.565.938.999.614.400;25.022.680.001.711.700;5,62E+05;
36;115;0.35299299997859634;3.849.662.399.989.020;2.322.364.799.965.720;38.593.680.001.213.200;12.920.777.000.545.000;25.326.630.002.382.400;8,79E+05;
36;116;0.35447199934424134;3.881.004.300.001.220;239.418.659.994.044;38.464.160.006.697.000;12.812.234.999.728.300;25.897.189.998.431.700;7,71E+05;
36;117;0.3725910000866861;3.777.976.000.037.590;2.509.738.099.979.580;3.905.823.999.957.640;12.745.226.000.333.700;2.516.766.999.178.790;1,84E+07;
36;118;0.48439600050187437;4.080.513.000.008.060;23.397.739.999.381.800;37.805.940.000.907.800;12.742.640.000.396.900;24.783.649.996.606.900;9,41E+05;
36;119;0.4588880001392681;3.873.627.499.979.190;23.375.120.999.844.500;38.119.450.000.522.100;13.129.295.999.533.400;2.808.467.999.784.620;7,34E+05;
36;120;0.40835299932950875;3.870.340.899.993.600;23.801.633.000.402.900;38.642.400.004.391.600;12.676.188.000.114.000;25.541.059.994.793.600;6,83E+06;
36;121;0.3777900001296075;3.922.457.699.991.350;23.655.873.999.814.500;3.793.717.999.542.420;12.776.015.999.406.800;2.593.617.000.457.010;1,15E+07;
36;122;0.3681070002130582;4.104.564.699.991.890;2.369.929.199.994.650;386.196.999.988.897;12.532.423.000.266.100;2.496.056.000.381.940;9,94E+05;
36;123;0.38154699996084673;39.350.749.999.357.500;2.329.278.500.019.420;3.783.590.000.239.200;1.265.713.699.922.340;24.822.790.001.053.300;7,60E+05;
36;124;0.4045229998155264;3.875.350.599.992.080;227.977.260.001.353;37.039.420.003.566.100;13.187.890.000.153.800;24.433.440.003.122.000;2,16E+07;
36;125;0.3575589998945361;372.524.730.000.805;2.342.696.200.048.520;38.458.690.005.427.300;12.585.925.000.166.700;2.509.115.000.066.230;9,62E+05;
36;126;0.3988230000686599;3.963.973.999.998.410;22.804.542.999.438.100;37.011.920.003.351.400;1.255.610.800.035.350;250.023.499.938.834;1,42E+07;
36;127;0.38231700000324054;3.724.600.900.022.770;23.100.565.999.811.800;37.258.500.005.918.900;1.239.581.600.020.750;25.008.800.002.979.100;1,42E+06;
36;128;0.3917049998563016;3.720.635.600.075.180;2.352.478.800.003.150;37.176.790.001.467.400;12.771.129.000.611.800;264.853.899.989.248;9,63E+04;
36;129;0.37631000031979056;3.728.988.400.052.910;23.122.401.000.364.300;4.277.766.000.086.550;1.278.055.900.002.070;24.421.309.999.524.900;9,56E+05;
36;130;0.399952000407211;3.733.281.899.985.740;24.834.761.999.954.900;37.692.420.000.894.300;12.885.481.000.012.000;25.579.370.003.470.100;8,19E+05;
36;131;0.405644999773358;38.941.483.000.598.900;2.345.322.800.010.760;3.789.589.000.007.250;12.421.035.000.443.200;24.408.279.996.350.700;2,08E+07;
36;132;0.3458279998085345;37.724.883.999.544.500;23.493.589.999.816.300;3.710.852.000.040.170;1.269.558.700.005.290;2.469.302.000.463.350;1,10E+06;
36;133;0.4926510000586859;3.759.669.499.959.270;23.083.236.999.809.700;3.811.966.000.284.880;12.772.344.000.040.900;2.508.351.999.495.060;1,98E+07;
36;134;0.3837349995592376;38.869.918.000.273.100;22.965.766.999.732.200;36.726.799.999.087.200;12.460.144.000.215.200;24.335.070.002.052.800;1,15E+07;
36;135;0.3886360000251443;38.502.332.999.996.700;23.372.513.999.674.900;3.707.724.000.378.220;12.415.272.999.533.000;2.507.539.999.896.830;9,40E+05;
36;136;0.42029900032503065;40.560.546.000.051.500;23.242.003.999.257.500;3.715.004.999.321.530;1.240.121.499.995.430;24.990.439.997.054.600;7,18E+05;
36;137;0.31723000029160175;3.877.200.999.977.500;2.304.633.800.031.290;3.782.130.999.752.550;12.455.639.999.643.600;2.436.339.000.269.070;6,23E+05;
36;138;0.3773099997488316;3.716.499.999.973.160;23.432.717.999.639.800;37.064.039.997.858.300;12.415.103.000.421.300;24.894.779.999.158.300;1,34E+05;
36;139;0.4898229999525938;3.719.485.199.962.940;26.049.666.999.824.600;4.694.397.000.093.880;1.509.860.399.983.150;27.250.129.996.900.700;2,41E+07;
36;140;0.35939600002166117;4.110.001.099.979.850;2.572.100.199.995.470;38.460.360.001.408.800;13.020.968.999.626.300;258.078.399.929.218;6,59E+06;
36;141;0.3473819997452665;378.089.789.992.373;23.433.044.999.364.900;37.064.470.006.953.300;13.172.199.000.109.600;2.547.967.999.817.040;1,27E+06;
36;142;0.3101520005657221;3.977.130.000.021.130;2.290.987.300.057.160;3.869.383.999.699.490;1.289.477.899.990.740;25.009.560.004.036.700;1,51E+07;
36;143;0.37508399964281125;37.728.389.000.221.700;23.188.187.000.414.400;36.325.740.002.212.100;12.630.631.999.854.800;24.435.599.998.469.100;1,87E+07;
36;144;0.28939699950569775;37.537.871.000.495.200;23.121.850.000.279.600;38.587.729.995.924.700;12.602.394.999.703.300;2.519.045.000.553.880;3,22E+06;
36;145;0.49709100039763143;38.910.392.999.241.500;23.091.747.000.762.500;36.920.610.000.379.300;12.475.010.999.878.500;24.990.760.002.765.400;7,11E+05;
36;146;0.3219600002921652;3.922.853.299.991.400;23.756.926.999.340.000;38.060.719.998.611.600;12.678.155.000.685.300;2.483.870.000.105.520;1,48E+06;
36;147;0.3568840002117213;37.129.700.999.685.100;23.420.863.999.490.300;37.649.329.997.293.500;12.380.997.000.036.500;24.274.750.003.314.600;7,79E+05;
36;148;0.4792809995706193;3.922.608.399.989.250;2.323.153.799.989.080;36.883.490.001.855.500;1.245.428.800.029.910;2.437.181.000.459.530;1,45E+07;
36;149;0.3910630002792459;3.715.743.500.015.370;23.371.758.999.928.700;3.861.607.000.544.600;12.722.327.000.119.500;25.781.439.999.263.900;7,81E+05;
36;150;0.3779049993681838;3.904.822.599.997.710;23.247.510.000.146.500;37.365.530.006.354.600;12.430.311.000.571.200;25.158.749.995.171.000;3,00E+06;
36;151;0.3816439993897802;3.847.743.400.001.490;2.321.040.599.963.450;39.965.080.004.549.200;13.038.140.999.924.500;2.435.379.000.417.010;6,51E+05;
36;152;0.30787499963480514;38.416.855.999.457.700;2.506.252.199.964.360;3.898.633.999.597.220;13.084.420.000.268.400;25.502.999.997.115.600;2,98E+07;
36;153;0.4161320002822322;3.749.751.700.070.190;23.426.843.999.914.100;3.804.379.000.030.160;12.514.833.999.375.600;2.490.298.000.338.950;3,21E+06;
36;154;0.35257400031696307;3.789.430.800.043.190;2.355.186.800.014.050;3.714.610.999.850.260;12.467.119.000.575.600;2.445.618.999.445.280;2,24E+06;
36;155;0.3555109997250838;38.212.263.999.412.200;22.864.126.000.058.600;37.093.450.000.611.400;12.406.459.999.510.800;2.443.593.999.487.340;8,30E+05;
36;156;0.40143800015357556;387.955.520.000.105;2.289.162.400.029.450;37.118.630.007.171.300;12.420.978.000.591.200;2.484.442.999.957.530;8,76E+05;
36;157;0.36298399936640635;4.106.827.499.981.590;23.076.085.999.491.600;3.713.910.999.977.080;12.392.093.000.016.700;2.490.538.000.529.340;1,71E+07;
36;158;0.3937150004276191;37.135.743.999.897.300;2.354.255.499.994.900;37.114.219.994.691.600;12.486.526.000.429.800;2.434.481.000.818.770;8,01E+05;
36;159;0.290996999865456;3.779.265.899.993.330;2.321.527.200.001.580;37.610.529.998.346.400;12.583.129.000.631.700;24.986.890.002.764.900;1,76E+07;
36;160;0.4928050002490636;4.011.418.099.980.800;2.289.486.700.010.450;3.697.206.999.277.110;1.239.523.599.997.480;2.480.059.999.470.540;8,21E+05;
36;161;0.34916200002044206;3.783.868.399.932.540;23.230.625.999.531.100;4.116.771.000.553.850;12.632.422.000.024.200;24.353.420.003.535.500;8,11E+05;
36;162;0.4345239995018346;3.915.590.900.032.830;23.541.411.999.758.500;36.999.470.003.138.400;13.520.775.999.495.500;24.420.820.000.159.400;6,51E+05;
36;163;0.2869629997803713;3.449.612.599.979.440;22.867.294.999.741.700;36.803.049.997.615.700;1.231.911.300.055.790;2.441.980.999.719.810;7,70E+05;
36;164;0.3563450000001467;3.956.926.899.991.230;22.823.522.000.180.600;36.764.599.999.514.700;12.352.327.999.906.200;24.662.890.000.399.700;7,06E+05;
36;165;0.4916640000374173;3.863.993.799.950.540;2.289.552.599.995.650;3.694.383.999.572.890;12.445.270.999.705.800;24.362.659.996.768.300;1,26E+07;
36;166;0.3291389994046767;3.780.420.099.974.430;2.302.893.599.971.860;3.680.745.999.190.540;12.401.541.000.144.700;2.493.476.999.916.310;5,40E+05;
36;167;0.28269900030863937;3.711.509.999.993.720;2.366.007.799.992.070;38.752.319.997.001.900;12.468.065.000.575.700;26.908.999.998.340.700;5,46E+05;
36;168;0.4403530001582112;38.584.361.000.175.700;22.820.338.000.201.400;36.828.399.997.830.200;12.835.386.999.540.700;26.965.159.995.597.700;7,63E+05;
36;169;0.3701639998325845;3.831.537.400.037.630;24.379.571.999.816.100;38.109.569.995.867.700;12.498.034.000.600.400;258.923.399.997.002;1,85E+07;
36;170;0.4454019999684533;3.905.383.399.978.740;2.330.920.500.025.960;37.270.479.997.459.900;12.633.914.000.616.600;24.379.840.006.076.800;1,73E+07;
36;171;0.39198600006784545;3.955.365.499.950.850;2.304.361.299.957.230;36.369.519.993.968.400;1.245.534.999.998.190;2.450.780.999.424.750;1,07E+07;
